,Date,Home,Away,DidHomeWin
3013,2020-01-15,Philadelphia,Brooklyn,True
3014,2020-01-15,Miami,San Antonio,True
3015,2020-01-15,Chicago,Washington,True
3016,2020-01-15,Minnesota,Indiana,False
3017,2020-01-15,Okla City,Toronto,False
3018,2020-01-15,Denver,Charlotte,True
3019,2020-01-15,Houston,Portland,False
3020,2020-01-15,Sacramento,Dallas,False
3021,2020-01-15,LA Lakers,Orlando,False
3022,2020-01-16,New York,Phoenix,False
3023,2020-01-16,Milwaukee,Boston,True
3024,2020-01-16,New Orleans,Utah,True
3025,2020-01-16,Golden State,Denver,False
3026,2020-01-16,LA Clippers,Orlando,True
3027,2020-01-17,Indiana,Minnesota,True
3028,2020-01-17,Philadelphia,Chicago,True
3029,2020-01-17,Toronto,Washington,True
3030,2020-01-17,Memphis,Cleveland,True
3031,2020-01-17,Okla City,Miami,False
3032,2020-01-17,San Antonio,Atlanta,False
3033,2020-01-17,Dallas,Portland,True
3034,2020-01-18,New Orleans,LA Clippers,False
3035,2020-01-18,Brooklyn,Milwaukee,False
3036,2020-01-18,Boston,Phoenix,False
3037,2020-01-18,Atlanta,Detroit,False
3038,2020-01-18,New York,Philadelphia,False
3039,2020-01-18,Chicago,Cleveland,True
3040,2020-01-18,Minnesota,Toronto,False
3041,2020-01-18,Golden State,Orlando,True
3042,2020-01-18,Houston,LA Lakers,False
3043,2020-01-18,Okla City,Portland,True
3044,2020-01-18,Utah,Sacramento,True
3045,2020-01-19,San Antonio,Miami,True
3046,2020-01-19,Denver,Indiana,False
3047,2020-01-20,Washington,Detroit,True
3048,2020-01-20,Atlanta,Toronto,False
3049,2020-01-20,Brooklyn,Philadelphia,False
3050,2020-01-20,Charlotte,Orlando,False
3051,2020-01-20,Cleveland,New York,False
3052,2020-01-20,Houston,Okla City,False
3053,2020-01-20,Memphis,New Orleans,False
3054,2020-01-20,Miami,Sacramento,True
3055,2020-01-20,Milwaukee,Chicago,True
3056,2020-01-20,Boston,LA Lakers,True
3057,2020-01-20,Minnesota,Denver,False
3058,2020-01-20,Phoenix,San Antonio,False
3059,2020-01-20,Utah,Indiana,True
3060,2020-01-20,Portland,Golden State,True
3061,2020-01-21,Dallas,LA Clippers,False
3062,2020-01-22,Detroit,Sacramento,True
3063,2020-01-22,Orlando,Okla City,False
3064,2020-01-22,Toronto,Philadelphia,True
3065,2020-01-22,Atlanta,LA Clippers,True
3066,2020-01-22,Boston,Memphis,True
3067,2020-01-22,Miami,Washington,True
3068,2020-01-22,New York,LA Lakers,False
3069,2020-01-22,Chicago,Minnesota,True
3070,2020-01-22,Houston,Denver,True
3071,2020-01-22,Phoenix,Indiana,False
3072,2020-01-22,New Orleans,San Antonio,False
3073,2020-01-22,Golden State,Utah,False
3074,2020-01-23,Cleveland,Washington,False
3075,2020-01-23,Brooklyn,LA Lakers,False
3076,2020-01-23,Portland,Dallas,False
3077,2020-01-24,Charlotte,Milwaukee,False
3078,2020-01-24,Detroit,Memphis,False
3079,2020-01-24,Orlando,Boston,False
3080,2020-01-24,New York,Toronto,False
3081,2020-01-24,Chicago,Sacramento,False
3082,2020-01-24,Miami,LA Clippers,False
3083,2020-01-24,Minnesota,Houston,False
3084,2020-01-24,New Orleans,Denver,False
3085,2020-01-24,Okla City,Atlanta,True
3086,2020-01-24,San Antonio,Phoenix,False
3087,2020-01-24,Golden State,Indiana,False
3088,2020-01-25,Utah,Dallas,True
3089,2020-01-25,Detroit,Brooklyn,False
3090,2020-01-25,Cleveland,Chicago,False
3091,2020-01-25,Minnesota,Okla City,False
3092,2020-01-25,Philadelphia,LA Lakers,True
3093,2020-01-26,Denver,Houston,True
3094,2020-01-26,San Antonio,Toronto,False
3095,2020-01-26,Atlanta,Washington,True
3096,2020-01-26,Memphis,Phoenix,True
3097,2020-01-26,New Orleans,Boston,True
3098,2020-01-26,New York,Brooklyn,True
3099,2020-01-26,Orlando,LA Clippers,False
3100,2020-01-26,Portland,Indiana,True
3101,2020-01-27,Detroit,Cleveland,False
3102,2020-01-27,Miami,Orlando,True
3103,2020-01-27,Chicago,San Antonio,True
3104,2020-01-27,Minnesota,Sacramento,False
3105,2020-01-27,Okla City,Dallas,False
3106,2020-01-27,Utah,Houston,False
3107,2020-01-28,Charlotte,New York,True
3108,2020-01-28,Philadelphia,Golden State,True
3109,2020-01-28,Cleveland,New Orleans,False
3110,2020-01-28,Toronto,Atlanta,True
3111,2020-01-28,Memphis,Denver,True
3112,2020-01-28,Miami,Boston,False
3113,2020-01-28,Milwaukee,Washington,True
3114,2020-01-28,Dallas,Phoenix,False
3115,2020-01-29,Indiana,Chicago,True
3116,2020-01-29,Brooklyn,Detroit,True
3117,2020-01-29,New York,Memphis,False
3118,2020-01-29,San Antonio,Utah,True
3119,2020-01-29,Portland,Houston,True
3120,2020-01-29,Sacramento,Okla City,False
3121,2020-01-30,Cleveland,Toronto,False
3122,2020-01-30,Washington,Charlotte,True
3123,2020-01-30,Atlanta,Philadelphia,True
3124,2020-01-30,Boston,Golden State,True
3125,2020-01-30,Denver,Utah,True
3126,2020-01-30,LA Clippers,Sacramento,False
3127,2020-01-31,Detroit,Toronto,False
3128,2020-01-31,Brooklyn,Chicago,True
3129,2020-01-31,Houston,Dallas,True
3130,2020-01-31,New Orleans,Memphis,True
3131,2020-01-31,Milwaukee,Denver,False
3132,2020-01-31,Phoenix,Okla City,False
3133,2020-01-31,LA Lakers,Portland,False
3134,2015-02-01,Boston,Miami,False
3135,2015-02-01,New York,LA Lakers,True
3136,2015-02-02,Cleveland,Philadelphia,True
3137,2015-02-02,Washington,Charlotte,False
3138,2015-02-02,Brooklyn,LA Clippers,True
3139,2015-02-02,Toronto,Milwaukee,False
3140,2015-02-02,New Orleans,Atlanta,True
3141,2015-02-02,Okla City,Orlando,True
3142,2015-02-02,Dallas,Minnesota,True
3143,2015-02-02,Phoenix,Memphis,False
3144,2015-02-03,Philadelphia,Denver,True
3145,2015-02-03,Detroit,Miami,True
3146,2015-02-03,New York,Boston,False
3147,2015-02-03,Portland,Utah,True
3148,2015-02-03,Sacramento,Golden State,False
3149,2015-02-04,Indiana,Detroit,True
3150,2015-02-04,Atlanta,Washington,True
3151,2015-02-04,Boston,Denver,True
3152,2015-02-04,Toronto,Brooklyn,False
3153,2015-02-04,Houston,Chicago,True
3154,2015-02-04,Milwaukee,LA Lakers,True
3155,2015-02-04,Minnesota,Miami,True
3156,2015-02-04,New Orleans,Okla City,False
3157,2015-02-04,San Antonio,Orlando,True
3158,2015-02-04,Utah,Memphis,False
3159,2015-02-04,Golden State,Dallas,True
3160,2015-02-05,Charlotte,Washington,True
3161,2015-02-05,Cleveland,LA Clippers,True
3162,2015-02-05,Sacramento,Dallas,False
3163,2015-02-05,Portland,Phoenix,True
3164,2015-02-06,Brooklyn,New York,True
3165,2015-02-06,Indiana,Cleveland,True
3166,2015-02-06,Orlando,LA Lakers,True
3167,2015-02-06,Toronto,LA Clippers,True
3168,2015-02-06,Atlanta,Golden State,True
3169,2015-02-06,Boston,Philadelphia,True
3170,2015-02-06,Detroit,Denver,True
3171,2015-02-06,Houston,Milwaukee,True
3172,2015-02-06,Minnesota,Memphis,True
3173,2015-02-06,Okla City,New Orleans,False
3174,2015-02-06,Phoenix,Utah,True
3175,2015-02-06,San Antonio,Miami,True
3176,2015-02-07,New Orleans,Chicago,False
3177,2015-02-07,Washington,Brooklyn,True
3178,2015-02-07,New York,Golden State,False
3179,2015-02-07,Philadelphia,Charlotte,True
3180,2015-02-07,Dallas,Portland,True
3181,2015-02-07,Milwaukee,Boston,True
3182,2015-02-07,Utah,Sacramento,True
3183,2015-02-08,Okla City,LA Clippers,True
3184,2015-02-08,Cleveland,LA Lakers,True
3185,2015-02-08,Charlotte,Indiana,False
3186,2015-02-08,Detroit,Minnesota,False
3187,2015-02-08,Memphis,Atlanta,True
3188,2015-02-08,Orlando,Chicago,False
3189,2015-02-08,Houston,Portland,False
3190,2015-02-08,Toronto,San Antonio,True
3191,2015-02-08,Sacramento,Phoenix,True
3192,2015-02-09,Indiana,San Antonio,False
3193,2015-02-09,Philadelphia,Golden State,False
3194,2015-02-09,Washington,Orlando,True
3195,2015-02-09,Miami,New York,True
3196,2015-02-09,Milwaukee,Brooklyn,True
3197,2015-02-09,Minnesota,Atlanta,False
3198,2015-02-09,New Orleans,Utah,False
3199,2015-02-09,Dallas,LA Clippers,False
3200,2015-02-09,Denver,Okla City,False
3201,2015-02-10,Charlotte,Detroit,False
3202,2015-02-10,Chicago,Sacramento,True
3203,2015-02-10,Memphis,Brooklyn,True
3204,2015-02-10,Phoenix,Houston,False
3205,2015-02-10,LA Lakers,Denver,False
3206,2015-02-11,Orlando,New York,True
3207,2015-02-11,Boston,Atlanta,True
3208,2015-02-11,Detroit,San Antonio,False
3209,2015-02-11,Toronto,Washington,True
3210,2015-02-11,Cleveland,Miami,True
3211,2015-02-11,Milwaukee,Sacramento,True
3212,2015-02-11,Minnesota,Golden State,False
3213,2015-02-11,New Orleans,Indiana,False
3214,2015-02-11,Okla City,Memphis,True
3215,2015-02-11,Dallas,Utah,True
3216,2015-02-11,Portland,LA Lakers,True
3217,2015-02-11,LA Clippers,Houston,True
3218,2015-02-12,Chicago,Cleveland,True
3219,2015-02-19,Okla City,Dallas,True
3220,2015-02-19,LA Clippers,San Antonio,True
3221,2015-02-20,Orlando,New Orleans,True
3222,2015-02-20,Philadelphia,Indiana,False
3223,2015-02-20,Atlanta,Toronto,False
3224,2015-02-20,Detroit,Chicago,True
3225,2015-02-20,New York,Miami,False
3226,2015-02-20,Minnesota,Phoenix,True
3227,2015-02-20,Washington,Cleveland,False
3228,2015-02-20,Dallas,Houston,True
3229,2015-02-20,Milwaukee,Denver,True
3230,2015-02-20,Utah,Portland,True
3231,2015-02-20,Sacramento,Boston,True
3232,2015-02-20,Golden State,San Antonio,True
3233,2015-02-20,LA Lakers,Brooklyn,False
3234,2015-02-21,Charlotte,Okla City,False
3235,2015-02-21,Miami,New Orleans,False
3236,2015-02-21,Chicago,Phoenix,True
3237,2015-02-21,Houston,Toronto,True
3238,2015-02-21,LA Clippers,Sacramento,True
3239,2015-02-22,New York,Cleveland,False
3240,2015-02-22,Detroit,Washington,True
3241,2015-02-22,Milwaukee,Atlanta,False
3242,2015-02-22,Indiana,Golden State,True
3243,2015-02-22,Orlando,Philadelphia,True
3244,2015-02-22,Okla City,Denver,True
3245,2015-02-22,Dallas,Charlotte,True
3246,2015-02-22,Portland,Memphis,False
3247,2015-02-22,LA Lakers,Boston,True
3248,2015-02-23,Miami,Philadelphia,True
3249,2015-02-23,Chicago,Milwaukee,True
3250,2015-02-23,Houston,Minnesota,True
3251,2015-02-23,New Orleans,Toronto,True
3252,2015-02-23,Denver,Brooklyn,False
3253,2015-02-23,Phoenix,Boston,False
3254,2015-02-23,Utah,San Antonio,True
3255,2015-02-23,LA Clippers,Memphis,False
3256,2015-02-24,Washington,Golden State,False
3257,2015-02-24,Detroit,Cleveland,False
3258,2015-02-24,Okla City,Indiana,True
3259,2015-02-24,Dallas,Toronto,True
3260,2015-02-25,Orlando,Miami,False
3261,2015-02-25,Atlanta,Dallas,True
3262,2015-02-25,Boston,New York,True
3263,2015-02-25,Chicago,Charlotte,False
3264,2015-02-25,Houston,LA Clippers,True
3265,2015-02-25,Milwaukee,Philadelphia,True
3266,2015-02-25,Minnesota,Washington,True
3267,2015-02-25,New Orleans,Brooklyn,True
3268,2015-02-25,Denver,Phoenix,False
3269,2015-02-25,Utah,LA Lakers,False
3270,2015-02-25,Sacramento,Memphis,True
3271,2015-02-25,Portland,San Antonio,True
3272,2015-02-26,Cleveland,Golden State,True
3273,2015-02-26,Phoenix,Okla City,True
3274,2015-02-27,Indiana,Cleveland,True
3275,2015-02-27,Philadelphia,Washington,True
3276,2015-02-27,Atlanta,Orlando,True
3277,2015-02-27,Boston,Charlotte,True
3278,2015-02-27,Detroit,New York,False
3279,2015-02-27,Toronto,Golden State,False
3280,2015-02-27,Chicago,Minnesota,True
3281,2015-02-27,Houston,Brooklyn,True
3282,2015-02-27,Memphis,LA Clippers,False
3283,2015-02-27,New Orleans,Miami,True
3284,2015-02-27,Denver,Utah,False
3285,2015-02-27,Sacramento,San Antonio,False
3286,2015-02-27,LA Lakers,Milwaukee,True
3287,2015-02-27,Portland,Okla City,True
3288,2015-02-28,Washington,Detroit,True
3289,2015-02-28,Miami,Atlanta,False
3290,2015-02-28,New York,Toronto,True
3291,2015-02-28,Minnesota,Memphis,False
3292,2015-02-28,Dallas,Brooklyn,False
3293,2015-02-28,Phoenix,San Antonio,False
3294,2015-02-28,Utah,Milwaukee,True
3295,2016-01-01,Washington,Orlando,True
3296,2016-01-01,Miami,Dallas,True
3297,2016-01-01,Toronto,Charlotte,True
3298,2016-01-01,Chicago,New York,True
3299,2016-01-01,LA Lakers,Philadelphia,True
3300,2016-01-02,Boston,Brooklyn,False
3301,2016-01-02,Sacramento,Phoenix,True
3302,2016-01-02,Charlotte,Okla City,False
3303,2016-01-02,Indiana,Detroit,True
3304,2016-01-02,Cleveland,Orlando,True
3305,2016-01-02,Minnesota,Milwaukee,False
3306,2016-01-02,Dallas,New Orleans,False
3307,2016-01-02,San Antonio,Houston,True
3308,2016-01-02,Utah,Memphis,True
3309,2016-01-02,Golden State,Denver,True
3310,2016-01-02,LA Clippers,Philadelphia,True
3311,2016-01-03,New York,Atlanta,True
3312,2016-01-03,Toronto,Chicago,False
3313,2016-01-03,Washington,Miami,False
3314,2016-01-03,Denver,Portland,False
3315,2016-01-03,LA Lakers,Phoenix,True
3316,2016-01-04,Cleveland,Toronto,True
3317,2016-01-04,Philadelphia,Minnesota,True
3318,2016-01-04,Brooklyn,Boston,False
3319,2016-01-04,Detroit,Orlando,True
3320,2016-01-04,Miami,Indiana,True
3321,2016-01-04,Milwaukee,San Antonio,False
3322,2016-01-04,Okla City,Sacramento,False
3323,2016-01-04,Utah,Houston,False
3324,2016-01-04,Portland,Memphis,False
3325,2016-01-04,Golden State,Charlotte,True
3326,2016-01-05,Atlanta,New York,False
3327,2016-01-05,Chicago,Milwaukee,True
3328,2016-01-05,Dallas,Sacramento,True
3329,2016-01-05,LA Lakers,Golden State,False
3330,2016-01-06,Miami,New York,False
3331,2016-01-06,Orlando,Indiana,False
3332,2016-01-06,Washington,Cleveland,False
3333,2016-01-06,Boston,Detroit,False
3334,2016-01-06,Brooklyn,Toronto,False
3335,2016-01-06,Minnesota,Denver,False
3336,2016-01-06,New Orleans,Dallas,False
3337,2016-01-06,San Antonio,Utah,True
3338,2016-01-06,Phoenix,Charlotte,True
3339,2016-01-06,Okla City,Memphis,True
3340,2016-01-06,Portland,LA Clippers,False
3341,2016-01-07,Philadelphia,Atlanta,False
3342,2016-01-07,Chicago,Boston,True
3343,2016-01-07,Houston,Utah,True
3344,2016-01-07,Sacramento,LA Lakers,True
3345,2016-01-08,Washington,Toronto,False
3346,2016-01-08,Brooklyn,Orlando,False
3347,2016-01-08,Memphis,Denver,True
3348,2016-01-08,Milwaukee,Dallas,True
3349,2016-01-08,Minnesota,Cleveland,False
3350,2016-01-08,New Orleans,Indiana,False
3351,2016-01-08,San Antonio,New York,True
3352,2016-01-08,Phoenix,Miami,False
3353,2016-01-08,Portland,Golden State,False
3354,2016-01-08,LA Lakers,Okla City,False
3355,2016-01-09,LA Clippers,Charlotte,True
3356,2016-01-09,Atlanta,Chicago,True
3357,2016-01-09,Orlando,Washington,False
3358,2016-01-09,Detroit,Brooklyn,True
3359,2016-01-09,Philadelphia,Toronto,False
3360,2016-01-09,Utah,Miami,True
3361,2016-01-09,Sacramento,Golden State,False
3362,2016-01-10,LA Clippers,New Orleans,True
3363,2016-01-10,Minnesota,Dallas,False
3364,2016-01-10,Memphis,Boston,True
3365,2016-01-10,Philadelphia,Cleveland,False
3366,2016-01-10,Houston,Indiana,True
3367,2016-01-10,New York,Milwaukee,True
3368,2016-01-10,Denver,Charlotte,True
3369,2016-01-10,Portland,Okla City,True
3370,2016-01-10,LA Lakers,Utah,False
3371,2016-01-11,Brooklyn,San Antonio,False
3372,2016-01-11,Chicago,Washington,False
3373,2016-01-11,Golden State,Miami,True
3374,2016-01-12,Indiana,Phoenix,True
3375,2016-01-12,Detroit,San Antonio,False
3376,2016-01-12,New York,Boston,True
3377,2016-01-12,Memphis,Houston,False
3378,2016-01-12,Milwaukee,Chicago,True
3379,2016-01-12,Minnesota,Okla City,False
3380,2016-01-12,Dallas,Cleveland,False
3381,2016-01-12,LA Lakers,New Orleans,True
3382,2016-01-13,Charlotte,Atlanta,True
3383,2016-01-13,Washington,Milwaukee,True
3384,2016-01-13,Brooklyn,New York,True
3385,2016-01-13,Boston,Indiana,True
3386,2016-01-13,Houston,Minnesota,True
3387,2016-01-13,Okla City,Dallas,True
3388,2016-01-13,Denver,Golden State,True
3389,2016-01-13,Portland,Utah,True
3390,2016-01-13,Sacramento,New Orleans,False
3391,2016-01-13,LA Clippers,Miami,True
3392,2016-01-14,Orlando,Toronto,False
3393,2016-01-14,Philadelphia,Chicago,False
3394,2016-01-14,Memphis,Detroit,True
3395,2016-01-14,San Antonio,Cleveland,True
3396,2016-01-14,Utah,Sacramento,False
3397,2016-01-14,Golden State,LA Lakers,True
3398,2016-01-15,Indiana,Washington,False
3399,2016-01-15,Okla City,Minnesota,True
3400,2016-01-15,Boston,Phoenix,True
3401,2016-01-15,Brooklyn,Portland,False
3402,2016-01-15,Chicago,Dallas,False
3403,2016-01-15,Milwaukee,Atlanta,True
3404,2016-01-15,New Orleans,Charlotte,True
3405,2016-01-15,Denver,Miami,False
3406,2016-01-15,Houston,Cleveland,False
3407,2016-01-16,Charlotte,Milwaukee,False
3408,2016-01-16,Atlanta,Brooklyn,True
3409,2016-01-16,Detroit,Golden State,True
3410,2016-01-16,Philadelphia,Portland,True
3411,2016-01-16,Washington,Boston,False
3412,2016-01-16,Memphis,New York,True
3413,2016-01-16,Utah,LA Lakers,True
3414,2016-01-16,LA Clippers,Sacramento,False
3415,2016-01-17,Minnesota,Phoenix,True
3416,2016-01-17,Okla City,Miami,True
3417,2016-01-17,San Antonio,Dallas,True
3418,2016-01-17,Denver,Indiana,True
3419,2016-01-17,LA Lakers,Houston,False
3420,2016-01-18,New York,Philadelphia,True
3421,2016-01-18,Charlotte,Utah,True
3422,2016-01-18,Washington,Portland,False
3423,2016-01-18,Memphis,New Orleans,True
3424,2016-01-18,Detroit,Chicago,False
3425,2016-01-18,Atlanta,Orlando,True
3426,2016-01-18,Toronto,Brooklyn,True
3427,2016-01-18,Cleveland,Golden State,False
3428,2016-01-18,Dallas,Boston,True
3429,2016-01-18,LA Clippers,Houston,True
3430,2016-01-19,Miami,Milwaukee,False
3431,2016-01-19,New Orleans,Minnesota,True
3432,2016-01-19,Denver,Okla City,False
3433,2016-01-19,Phoenix,Indiana,False
3434,2016-01-20,Orlando,Philadelphia,False
3435,2016-01-20,Washington,Miami,True
3436,2016-01-20,Brooklyn,Cleveland,False
3437,2016-01-20,New York,Utah,True
3438,2016-01-20,Toronto,Boston,True
3439,2016-01-20,Chicago,Golden State,False
3440,2016-01-20,Houston,Detroit,False
3441,2016-01-20,Okla City,Charlotte,True
3442,2016-01-20,Dallas,Minnesota,True
3443,2016-01-20,LA Lakers,Sacramento,False
3444,2016-01-20,Portland,Atlanta,False
3445,2016-01-21,Cleveland,LA Clippers,True
3446,2016-01-21,New Orleans,Detroit,True
3447,2016-01-21,Denver,Memphis,False
3448,2016-01-21,Sacramento,Atlanta,True
3449,2016-01-21,Phoenix,San Antonio,False
3450,2016-01-22,Orlando,Charlotte,False
3451,2016-01-22,Boston,Chicago,True
3452,2016-01-22,Brooklyn,Utah,False
3453,2016-01-22,New York,LA Clippers,False
3454,2016-01-22,Houston,Milwaukee,True
3455,2016-01-22,Toronto,Miami,True
3456,2016-01-22,Dallas,Okla City,False
3457,2016-01-22,Golden State,Indiana,True
3458,2016-01-22,LA Lakers,San Antonio,False
3459,2016-01-23,Charlotte,New York,True
3460,2016-01-23,New Orleans,Milwaukee,True
3461,2016-01-23,Minnesota,Memphis,True
3462,2016-01-23,Cleveland,Chicago,False
3463,2016-01-23,Phoenix,Atlanta,True
3464,2016-01-23,Denver,Detroit,True
3465,2016-01-23,Portland,LA Lakers,True
3466,2016-01-23,Sacramento,Indiana,True
3467,2016-01-24,Houston,Dallas,True
3468,2016-01-24,Toronto,LA Clippers,True
3469,2016-01-24,Philadelphia,Boston,False
3470,2016-01-24,Brooklyn,Okla City,True
3471,2016-01-25,Cleveland,Minnesota,True
3472,2016-01-25,Washington,Boston,False
3473,2016-01-25,Chicago,Miami,False
3474,2016-01-25,Memphis,Orlando,True
3475,2016-01-25,New Orleans,Houston,False
3476,2016-01-25,Denver,Atlanta,False
3477,2016-01-25,Utah,Detroit,False
3478,2016-01-25,Sacramento,Charlotte,False
3479,2016-01-25,Golden State,San Antonio,True
3480,2016-01-26,Indiana,LA Clippers,False
3481,2016-01-26,Philadelphia,Phoenix,True
3482,2016-01-26,Brooklyn,Miami,False
3483,2016-01-26,New York,Okla City,False
3484,2016-01-26,Toronto,Washington,True
3485,2016-01-26,Milwaukee,Orlando,True
3486,2016-01-26,Portland,Sacramento,True
3487,2016-01-26,LA Lakers,Dallas,False
3488,2016-01-27,Cleveland,Phoenix,True
3489,2016-01-27,Boston,Denver,True
3490,2016-01-27,Detroit,Philadelphia,True
3491,2016-01-27,Atlanta,LA Clippers,False
3492,2016-01-27,Minnesota,Okla City,False
3493,2016-01-27,San Antonio,Houston,True
3494,2016-01-27,Utah,Charlotte,True
3495,2016-01-27,Golden State,Dallas,True
3496,2016-01-28,Indiana,Atlanta,True
3497,2016-01-28,Washington,Denver,False
3498,2016-01-28,Memphis,Milwaukee,True
3499,2016-01-28,New Orleans,Sacramento,True
3500,2016-01-28,Toronto,New York,True
3501,2016-01-28,LA Lakers,Chicago,False
3502,2016-01-29,Boston,Orlando,True
3503,2016-01-29,Detroit,Cleveland,False
3504,2016-01-29,New York,Phoenix,True
3505,2016-01-29,Milwaukee,Miami,False
3506,2016-01-29,Okla City,Houston,True
3507,2016-01-29,Dallas,Brooklyn,True
3508,2016-01-29,Utah,Minnesota,True
3509,2016-01-29,Portland,Charlotte,True
3510,2016-01-29,LA Clippers,LA Lakers,True
3511,2016-01-30,Philadelphia,Golden State,False
3512,2016-01-30,Toronto,Detroit,True
3513,2016-01-30,Indiana,Denver,True
3514,2016-01-30,New Orleans,Brooklyn,True
3515,2016-01-30,Houston,Washington,False
3516,2016-01-30,Memphis,Sacramento,True
3517,2016-01-30,Cleveland,San Antonio,True
3518,2016-01-31,LA Clippers,Chicago,True
3519,2016-01-31,Miami,Atlanta,True
3520,2016-01-31,Orlando,Boston,True
3521,2016-01-31,Dallas,Phoenix,True
3522,2016-01-31,New York,Golden State,False
3523,2016-01-31,Portland,Minnesota,True
3524,2016-01-31,LA Lakers,Charlotte,False
3525,2017-01-01,Atlanta,San Antonio,True
3526,2017-01-01,Indiana,Orlando,True
3527,2017-01-01,Miami,Detroit,False
3528,2017-01-01,Minnesota,Portland,False
3529,2017-01-01,LA Lakers,Toronto,False
3530,2017-01-02,Cleveland,New Orleans,True
3531,2017-01-02,Milwaukee,Okla City,True
3532,2017-01-02,Brooklyn,Utah,False
3533,2017-01-02,New York,Orlando,False
3534,2017-01-02,Chicago,Charlotte,True
3535,2017-01-02,Houston,Washington,True
3536,2017-01-02,Golden State,Denver,True
3537,2017-01-02,LA Clippers,Phoenix,True
3538,2017-01-03,Philadelphia,Minnesota,True
3539,2017-01-03,Boston,Utah,True
3540,2017-01-03,Detroit,Indiana,False
3541,2017-01-03,Dallas,Washington,True
3542,2017-01-03,San Antonio,Toronto,True
3543,2017-01-03,Denver,Sacramento,False
3544,2017-01-03,Phoenix,Miami,True
3545,2017-01-03,LA Lakers,Memphis,True
3546,2017-01-04,Charlotte,Okla City,True
3547,2017-01-04,Orlando,Atlanta,False
3548,2017-01-04,New York,Milwaukee,False
3549,2017-01-04,Cleveland,Chicago,False
3550,2017-01-04,Golden State,Portland,True
3551,2017-01-04,LA Clippers,Memphis,True
3552,2017-01-04,Sacramento,Miami,False
3553,2017-01-05,Indiana,Brooklyn,True
3554,2017-01-05,Detroit,Charlotte,True
3555,2017-01-05,Toronto,Utah,True
3556,2017-01-05,Houston,Okla City,True
3557,2017-01-05,New Orleans,Atlanta,False
3558,2017-01-05,Dallas,Phoenix,False
3559,2017-01-05,Denver,San Antonio,False
3560,2017-01-05,Portland,LA Lakers,True
3561,2017-01-06,Orlando,Houston,False
3562,2017-01-06,Washington,Minnesota,True
3563,2017-01-06,Boston,Philadelphia,True
3564,2017-01-06,Brooklyn,Cleveland,False
3565,2017-01-06,Milwaukee,New York,False
3566,2017-01-06,Golden State,Memphis,False
3567,2017-01-06,LA Lakers,Miami,True
3568,2017-01-06,Sacramento,LA Clippers,False
3569,2017-01-07,Indiana,New York,True
3570,2017-01-07,Boston,New Orleans,True
3571,2017-01-07,Chicago,Toronto,True
3572,2017-01-07,Minnesota,Utah,False
3573,2017-01-07,Okla City,Denver,True
3574,2017-01-07,Dallas,Atlanta,False
3575,2017-01-07,San Antonio,Charlotte,True
3576,2017-01-08,Brooklyn,Philadelphia,False
3577,2017-01-08,Milwaukee,Washington,False
3578,2017-01-08,LA Clippers,Miami,True
3579,2017-01-08,Toronto,Houston,False
3580,2017-01-08,Memphis,Utah,True
3581,2017-01-08,Phoenix,Cleveland,False
3582,2017-01-08,Portland,Detroit,False
3583,2017-01-08,Sacramento,Golden State,False
3584,2017-01-08,LA Lakers,Orlando,True
3585,2017-01-09,New York,New Orleans,False
3586,2017-01-09,Chicago,Okla City,False
3587,2017-01-09,Minnesota,Dallas,True
3588,2017-01-10,Washington,Chicago,True
3589,2017-01-10,Brooklyn,Atlanta,False
3590,2017-01-10,Toronto,Boston,True
3591,2017-01-10,Houston,Charlotte,True
3592,2017-01-10,San Antonio,Milwaukee,False
3593,2017-01-10,Utah,Cleveland,True
3594,2017-01-10,Golden State,Miami,True
3595,2017-01-10,LA Lakers,Portland,False
3596,2017-01-10,Sacramento,Detroit,True
3597,2017-01-11,Philadelphia,New York,True
3598,2017-01-11,Boston,Washington,True
3599,2017-01-11,Minnesota,Houston,True
3600,2017-01-11,Okla City,Memphis,True
3601,2017-01-11,LA Clippers,Orlando,True
3602,2017-01-11,Portland,Cleveland,True
3603,2017-01-12,Denver,Indiana,True
3604,2017-01-12,Brooklyn,New Orleans,False
3605,2017-01-12,New York,Chicago,True
3606,2017-01-12,San Antonio,LA Lakers,True
3607,2017-01-12,Phoenix,Dallas,False
3608,2017-01-12,Golden State,Detroit,True
3609,2017-01-13,Philadelphia,Charlotte,True
3610,2017-01-13,Toronto,Brooklyn,True
3611,2017-01-13,Atlanta,Boston,False
3612,2017-01-13,Houston,Memphis,False
3613,2017-01-13,Milwaukee,Miami,True
3614,2017-01-13,Minnesota,Okla City,True
3615,2017-01-13,Portland,Orlando,False
3616,2017-01-13,Sacramento,Cleveland,False
3617,2017-01-13,Utah,Detroit,True
3618,2017-01-14,LA Clippers,LA Lakers,True
3619,2017-01-14,Chicago,New Orleans,True
3620,2017-01-14,Phoenix,San Antonio,True
3621,2017-01-14,Washington,Philadelphia,True
3622,2017-01-14,Utah,Orlando,True
3623,2017-01-15,Dallas,Minnesota,True
3624,2017-01-15,Atlanta,Milwaukee,True
3625,2017-01-15,Toronto,New York,True
3626,2017-01-15,Brooklyn,Houston,False
3627,2017-01-15,Memphis,Chicago,False
3628,2017-01-15,Sacramento,Okla City,False
3629,2017-01-15,LA Lakers,Detroit,False
3630,2017-01-16,New York,Atlanta,False
3631,2017-01-16,Washington,Portland,True
