,Date,Home,Away,DidHomeWin
854,2016-11-27,Dallas,New Orleans,True
855,2016-11-27,Portland,Houston,False
856,2016-11-27,LA Lakers,Atlanta,True
857,2016-11-28,Washington,Sacramento,True
858,2016-11-28,Miami,Boston,False
859,2016-11-28,New York,Okla City,False
860,2016-11-28,Toronto,Philadelphia,True
861,2016-11-28,Memphis,Charlotte,False
862,2016-11-28,Minnesota,Utah,False
863,2016-11-28,Golden State,Atlanta,True
864,2016-11-29,Charlotte,Detroit,False
865,2016-11-29,Brooklyn,LA Clippers,True
866,2016-11-29,Milwaukee,Cleveland,True
867,2016-11-29,New Orleans,LA Lakers,True
868,2016-11-29,San Antonio,Orlando,False
869,2016-11-29,Utah,Houston,True
870,2016-11-30,Boston,Detroit,False
871,2016-11-30,Toronto,Memphis,True
872,2016-11-30,Chicago,LA Lakers,False
873,2016-11-30,Minnesota,New York,False
874,2016-11-30,Okla City,Washington,True
875,2016-11-30,Dallas,San Antonio,False
876,2016-11-30,Denver,Miami,False
877,2016-11-30,Phoenix,Atlanta,True
878,2016-11-30,Portland,Indiana,True
879,2018-11-01,Charlotte,Okla City,False
880,2018-11-01,Cleveland,Denver,False
881,2018-11-01,Philadelphia,LA Clippers,True
882,2018-11-01,Atlanta,Sacramento,False
883,2018-11-01,Boston,Milwaukee,True
884,2018-11-01,Portland,New Orleans,True
885,2018-11-02,Orlando,LA Clippers,False
886,2018-11-02,Brooklyn,Houston,False
887,2018-11-02,Chicago,Indiana,False
888,2018-11-02,Washington,Okla City,False
889,2018-11-02,Dallas,New York,False
890,2018-11-02,Utah,Memphis,False
891,2018-11-02,Phoenix,Toronto,False
892,2018-11-02,Golden State,Minnesota,True
893,2018-11-03,Philadelphia,Detroit,True
894,2018-11-03,Charlotte,Cleveland,True
895,2018-11-03,Indiana,Boston,True
896,2018-11-03,Atlanta,Miami,True
897,2018-11-03,Chicago,Houston,False
898,2018-11-03,San Antonio,New Orleans,True
899,2018-11-03,Denver,Utah,True
900,2018-11-03,Portland,LA Lakers,False
901,2018-11-04,Milwaukee,Sacramento,True
902,2018-11-04,Brooklyn,Philadelphia,True
903,2018-11-04,Washington,New York,True
904,2018-11-04,San Antonio,Orlando,False
905,2018-11-04,Phoenix,Memphis,True
906,2018-11-04,Portland,Minnesota,True
907,2018-11-04,LA Lakers,Toronto,False
908,2018-11-05,Detroit,Miami,False
909,2018-11-05,Indiana,Houston,False
910,2018-11-05,Orlando,Cleveland,True
911,2018-11-05,New York,Chicago,False
912,2018-11-05,Okla City,New Orleans,True
913,2018-11-05,Denver,Boston,True
914,2018-11-05,Utah,Toronto,False
915,2018-11-05,Golden State,Memphis,True
916,2018-11-05,LA Clippers,Minnesota,True
917,2018-11-06,Charlotte,Atlanta,True
918,2018-11-06,Dallas,Washington,True
919,2018-11-06,Phoenix,Brooklyn,False
920,2018-11-06,Portland,Milwaukee,True
921,2018-11-07,Cleveland,Okla City,False
922,2018-11-07,Orlando,Detroit,False
923,2018-11-07,Atlanta,New York,False
924,2018-11-07,Miami,San Antonio,True
925,2018-11-07,Indiana,Philadelphia,False
926,2018-11-07,Memphis,Denver,True
927,2018-11-07,New Orleans,Chicago,True
928,2018-11-07,Utah,Dallas,True
929,2018-11-07,Sacramento,Toronto,False
930,2018-11-07,LA Lakers,Minnesota,True
931,2018-11-08,Okla City,Houston,True
932,2018-11-08,Phoenix,Boston,False
933,2018-11-08,Portland,LA Clippers,True
934,2018-11-08,Golden State,Milwaukee,False
935,2018-11-09,Orlando,Washington,True
936,2018-11-09,Philadelphia,Charlotte,True
937,2018-11-09,Atlanta,Detroit,False
938,2018-11-09,Miami,Indiana,False
939,2018-11-09,Denver,Brooklyn,False
940,2018-11-09,Utah,Boston,True
941,2018-11-09,Sacramento,Minnesota,True
942,2018-11-10,Toronto,New York,True
943,2018-11-10,LA Clippers,Milwaukee,True
944,2018-11-10,New Orleans,Phoenix,True
945,2018-11-10,Chicago,Cleveland,True
946,2018-11-10,Memphis,Philadelphia,True
947,2018-11-10,Miami,Washington,False
948,2018-11-10,Golden State,Brooklyn,True
949,2018-11-10,San Antonio,Houston,True
950,2018-11-10,Dallas,Okla City,True
951,2018-11-10,Sacramento,LA Lakers,False
952,2018-11-11,Detroit,Charlotte,False
953,2018-11-11,Houston,Indiana,True
954,2018-11-11,New York,Orlando,False
955,2018-11-11,Denver,Milwaukee,False
956,2018-11-11,Portland,Boston,True
957,2018-11-11,LA Lakers,Atlanta,True
958,2018-11-12,Washington,Orlando,True
959,2018-11-12,Miami,Philadelphia,False
960,2018-11-12,Toronto,New Orleans,False
961,2018-11-12,Chicago,Dallas,False
962,2018-11-12,Memphis,Utah,False
963,2018-11-12,Minnesota,Brooklyn,True
964,2018-11-12,Okla City,Phoenix,True
965,2018-11-12,Sacramento,San Antonio,True
966,2018-11-12,LA Clippers,Golden State,True
967,2018-11-13,Cleveland,Charlotte,True
968,2018-11-13,Denver,Houston,False
969,2018-11-13,Golden State,Atlanta,True
970,2018-11-14,Orlando,Philadelphia,True
971,2018-11-14,Washington,Cleveland,True
972,2018-11-14,Boston,Chicago,True
973,2018-11-14,Brooklyn,Miami,False
974,2018-11-14,Toronto,Detroit,False
975,2018-11-14,Milwaukee,Memphis,False
976,2018-11-14,Minnesota,New Orleans,True
977,2018-11-14,Okla City,New York,True
978,2018-11-14,Dallas,Utah,True
979,2018-11-14,Phoenix,San Antonio,True
980,2018-11-14,LA Lakers,Portland,True
981,2018-11-15,Houston,Golden State,True
982,2018-11-15,Denver,Atlanta,True
983,2018-11-15,LA Clippers,San Antonio,True
984,2018-11-16,Boston,Toronto,True
985,2018-11-16,Indiana,Miami,True
986,2018-11-16,Philadelphia,Utah,True
987,2018-11-16,Washington,Brooklyn,False
988,2018-11-16,Memphis,Sacramento,True
989,2018-11-16,Minnesota,Portland,True
990,2018-11-16,New Orleans,New York,True
991,2018-11-16,Milwaukee,Chicago,True
992,2018-11-17,Brooklyn,LA Clippers,False
993,2018-11-17,Charlotte,Philadelphia,False
994,2018-11-17,Indiana,Atlanta,True
995,2018-11-17,New Orleans,Denver,True
996,2018-11-17,Orlando,LA Lakers,True
997,2018-11-17,Boston,Utah,False
998,2018-11-17,Chicago,Toronto,False
999,2018-11-17,Houston,Sacramento,True
1000,2018-11-17,Dallas,Golden State,True
1001,2018-11-17,Phoenix,Okla City,False
1002,2018-11-18,Minnesota,Memphis,False
1003,2018-11-18,Miami,LA Lakers,False
1004,2018-11-18,Orlando,New York,True
1005,2018-11-18,Washington,Portland,False
1006,2018-11-18,San Antonio,Golden State,True
1007,2018-11-19,Charlotte,Boston,True
1008,2018-11-19,Detroit,Cleveland,True
1009,2018-11-19,Indiana,Utah,True
1010,2018-11-19,Philadelphia,Phoenix,True
1011,2018-11-19,Atlanta,LA Clippers,False
1012,2018-11-19,Memphis,Dallas,True
1013,2018-11-19,Milwaukee,Denver,True
1014,2018-11-19,New Orleans,San Antonio,True
1015,2018-11-19,Sacramento,Okla City,True
1016,2018-11-20,Orlando,Toronto,False
1017,2018-11-20,Washington,LA Clippers,True
1018,2018-11-20,Miami,Brooklyn,False
1019,2018-11-20,New York,Portland,False
1020,2018-11-21,Charlotte,Indiana,True
1021,2018-11-21,Philadelphia,New Orleans,True
1022,2018-11-21,Atlanta,Toronto,False
1023,2018-11-21,Boston,New York,False
1024,2018-11-21,Chicago,Phoenix,True
1025,2018-11-21,Cleveland,LA Lakers,False
1026,2018-11-21,Houston,Detroit,True
1027,2018-11-21,Milwaukee,Portland,True
1028,2018-11-21,Minnesota,Denver,False
1029,2018-11-21,Dallas,Brooklyn,True
1030,2018-11-21,San Antonio,Memphis,False
1031,2018-11-21,Utah,Sacramento,False
1032,2018-11-21,Golden State,Okla City,False
1033,2018-11-23,Brooklyn,Minnesota,False
1034,2018-11-23,LA Clippers,Memphis,True
1035,2018-11-23,Detroit,Houston,True
1036,2018-11-23,Atlanta,Boston,False
1037,2018-11-23,New York,New Orleans,True
1038,2018-11-23,Philadelphia,Cleveland,False
1039,2018-11-23,Toronto,Washington,True
1040,2018-11-23,Chicago,Miami,False
1041,2018-11-23,Indiana,San Antonio,False
1042,2018-11-23,Okla City,Charlotte,True
1043,2018-11-23,Milwaukee,Phoenix,False
1044,2018-11-23,Denver,Orlando,True
1045,2018-11-23,Golden State,Portland,True
1046,2018-11-23,LA Lakers,Utah,True
1047,2018-11-24,Cleveland,Houston,True
1048,2018-11-24,Minnesota,Chicago,True
1049,2018-11-24,Okla City,Denver,False
1050,2018-11-24,Washington,New Orleans,True
1051,2018-11-24,Dallas,Boston,True
1052,2018-11-24,Golden State,Sacramento,True
1053,2018-11-24,Milwaukee,San Antonio,True
1054,2018-11-25,LA Lakers,Orlando,False
1055,2018-11-25,Detroit,Phoenix,True
1056,2018-11-25,Atlanta,Charlotte,True
1057,2018-11-25,Brooklyn,Philadelphia,False
1058,2018-11-25,Memphis,New York,False
1059,2018-11-25,Toronto,Miami,True
1060,2018-11-25,Sacramento,Utah,False
1061,2018-11-25,Portland,LA Clippers,False
1062,2018-11-26,Charlotte,Milwaukee,True
1063,2018-11-26,Cleveland,Minnesota,False
1064,2018-11-26,Washington,Houston,True
1065,2018-11-26,Chicago,San Antonio,False
1066,2018-11-26,New Orleans,Boston,False
1067,2018-11-26,Utah,Indiana,False
1068,2018-11-26,Golden State,Orlando,True
1069,2018-11-27,Detroit,New York,True
1070,2018-11-27,Miami,Atlanta,False
1071,2018-11-27,Memphis,Toronto,False
1072,2018-11-27,Denver,LA Lakers,True
1073,2018-11-27,Phoenix,Indiana,False
1074,2018-11-28,Charlotte,Atlanta,True
1075,2018-11-28,Philadelphia,New York,True
1076,2018-11-28,Brooklyn,Utah,False
1077,2018-11-28,Houston,Dallas,False
1078,2018-11-28,Milwaukee,Chicago,True
1079,2018-11-28,Minnesota,San Antonio,True
1080,2018-11-28,New Orleans,Washington,True
1081,2018-11-28,Okla City,Cleveland,True
1082,2018-11-28,Portland,Orlando,True
1083,2018-11-28,LA Clippers,Phoenix,True
1084,2018-11-29,Toronto,Golden State,True
1085,2018-11-29,LA Lakers,Indiana,True
1086,2018-11-29,Sacramento,LA Clippers,False
1087,2018-11-30,Boston,Cleveland,True
1088,2018-11-30,Charlotte,Utah,False
1089,2018-11-30,Detroit,Chicago,True
1090,2018-11-30,Philadelphia,Washington,True
1091,2018-11-30,Brooklyn,Memphis,False
1092,2018-11-30,Miami,New Orleans,True
1093,2018-11-30,Okla City,Atlanta,True
1094,2018-11-30,San Antonio,Houston,False
1095,2018-11-30,Phoenix,Orlando,False
1096,2018-11-30,LA Lakers,Dallas,True
1097,2018-11-30,Portland,Denver,False
1098,2015-11-01,Charlotte,Atlanta,False
1099,2015-11-01,Boston,San Antonio,False
1100,2015-11-01,Miami,Houston,True
1101,2015-11-01,Toronto,Milwaukee,True
1102,2015-11-01,Chicago,Orlando,True
1103,2015-11-01,Okla City,Denver,True
1104,2015-11-01,LA Lakers,Dallas,False
1105,2015-11-02,Philadelphia,Cleveland,False
1106,2015-11-02,Brooklyn,Milwaukee,False
1107,2015-11-02,New York,San Antonio,False
1108,2015-11-02,Houston,Okla City,True
1109,2015-11-02,Minnesota,Portland,False
1110,2015-11-02,Golden State,Memphis,True
1111,2015-11-02,LA Clippers,Phoenix,True
1112,2015-11-03,Charlotte,Chicago,True
1113,2015-11-03,Detroit,Indiana,False
1114,2015-11-03,Miami,Atlanta,False
1115,2015-11-03,New Orleans,Orlando,False
1116,2015-11-03,Dallas,Toronto,False
1117,2015-11-03,Sacramento,Memphis,False
1118,2015-11-03,LA Lakers,Denver,False
1119,2015-11-04,Indiana,Boston,True
1120,2015-11-04,Washington,San Antonio,True
1121,2015-11-04,Atlanta,Brooklyn,True
1122,2015-11-04,Cleveland,New York,True
1123,2015-11-04,Houston,Orlando,True
1124,2015-11-04,Milwaukee,Philadelphia,True
1125,2015-11-04,Okla City,Toronto,False
1126,2015-11-04,Phoenix,Sacramento,True
1127,2015-11-04,Utah,Portland,False
1128,2015-11-04,Golden State,LA Clippers,True
1129,2015-11-05,Chicago,Okla City,True
1130,2015-11-05,Minnesota,Miami,False
1131,2015-11-05,Dallas,Charlotte,False
1132,2015-11-05,Denver,Utah,False
1133,2015-11-05,Portland,Memphis,True
1134,2015-11-06,Orlando,Toronto,True
1135,2015-11-06,Boston,Washington,True
1136,2015-11-06,Brooklyn,LA Lakers,False
1137,2015-11-06,Cleveland,Philadelphia,True
1138,2015-11-06,New York,Milwaukee,False
1139,2015-11-06,Indiana,Miami,True
1140,2015-11-06,New Orleans,Atlanta,False
1141,2015-11-06,Phoenix,Detroit,False
1142,2015-11-06,Golden State,Denver,True
1143,2015-11-06,Sacramento,Houston,False
1144,2015-11-07,Chicago,Minnesota,False
1145,2015-11-07,Philadelphia,Orlando,False
1146,2015-11-07,Atlanta,Washington,True
1147,2015-11-07,Dallas,New Orleans,True
1148,2015-11-07,Milwaukee,Brooklyn,True
1149,2015-11-07,San Antonio,Charlotte,True
1150,2015-11-07,Utah,Memphis,True
1151,2015-11-07,Sacramento,Golden State,False
1152,2015-11-07,LA Clippers,Houston,False
1153,2015-11-08,Cleveland,Indiana,True
1154,2015-11-08,New York,LA Lakers,True
1155,2015-11-08,Miami,Toronto,True
1156,2015-11-08,Okla City,Phoenix,True
1157,2015-11-08,Portland,Detroit,False
1158,2015-11-09,Indiana,Orlando,True
1159,2015-11-09,Philadelphia,Chicago,False
